# timestamp (sec),tracking,propagation,msckf update,slam update,slam delayed,re-tri & marg,total
1598871628.983052015304565,0.00194,0.00010,0.00001,0.00201,0.00018,0.00108,0.00532
1598871629.015877485275269,0.00175,0.00011,0.00001,0.00197,0.00006,0.00094,0.00483
1598871629.049805879592896,0.00213,0.00007,0.00001,0.00198,0.00005,0.00115,0.00540
1598871629.116343021392822,0.00227,0.00010,0.00001,0.00193,0.00011,0.00083,0.00525
1598871629.150110960006714,0.00210,0.00008,0.00001,0.00215,0.00013,0.00085,0.00532
1598871629.214584112167358,0.00184,0.00013,0.00001,0.00203,0.00007,0.00100,0.00509
1598871629.248254776000977,0.00170,0.00007,0.00020,0.00193,0.00018,0.00101,0.00509
1598871629.281377077102661,0.00201,0.00010,0.00001,0.00206,0.00004,0.00105,0.00527
1598871629.314717531204224,0.00175,0.00008,0.00001,0.00203,0.00008,0.00097,0.00492
1598871629.348552942276001,0.00180,0.00006,0.00001,0.00194,0.00000,0.00073,0.00455
1598871629.381894588470459,0.00172,0.00006,0.00001,0.00193,0.00000,0.00076,0.00448
1598871629.415523052215576,0.00200,0.00010,0.00001,0.00198,0.00004,0.00104,0.00517
1598871629.449970960617065,0.00183,0.00010,0.00002,0.00203,0.00016,0.00096,0.00511
1598871629.514949798583984,0.00193,0.00012,0.00001,0.00201,0.00006,0.00116,0.00529
1598871629.548603534698486,0.00168,0.00006,0.00001,0.00203,0.00006,0.00100,0.00483
1598871629.582496881484985,0.00211,0.00010,0.00001,0.00195,0.00010,0.00086,0.00514
1598871629.614889383316040,0.00173,0.00005,0.00001,0.00193,0.00011,0.00103,0.00486
1598871629.647952556610107,0.00183,0.00008,0.00001,0.00193,0.00006,0.00082,0.00473
1598871629.682369470596313,0.00164,0.00010,0.00024,0.00206,0.00020,0.00102,0.00525
1598871629.749799489974976,0.00196,0.00011,0.00001,0.00198,0.00004,0.00101,0.00512
1598871629.782117843627930,0.00186,0.00007,0.00001,0.00191,0.00009,0.00076,0.00471
1598871629.816229343414307,0.00145,0.00006,0.00001,0.00201,0.00000,0.00085,0.00439
1598871629.849431037902832,0.00198,0.00009,0.00001,0.00214,0.00000,0.00107,0.00529
1598871629.882879495620728,0.00194,0.00009,0.00001,0.00195,0.00005,0.00104,0.00508
1598871629.916130304336548,0.00182,0.00006,0.00001,0.00196,0.00015,0.00082,0.00482
1598871629.981948614120483,0.00208,0.00012,0.00001,0.00195,0.00007,0.00087,0.00510
1598871630.015621423721313,0.00171,0.00005,0.00001,0.00195,0.00006,0.00086,0.00463
1598871630.047971487045288,0.00164,0.00008,0.00001,0.00193,0.00011,0.00081,0.00457
1598871630.081614494323730,0.00166,0.00005,0.00001,0.00194,0.00011,0.00083,0.00459
1598871630.115082979202271,0.00178,0.00008,0.00001,0.00193,0.00006,0.00080,0.00467
1598871630.148351430892944,0.00178,0.00006,0.00019,0.00194,0.00018,0.00084,0.00499
1598871630.182469844818115,0.00204,0.00012,0.00001,0.00204,0.00005,0.00103,0.00529
1598871630.215435028076172,0.00189,0.00007,0.00001,0.00198,0.00009,0.00096,0.00500
1598871630.248279094696045,0.00181,0.00008,0.00001,0.00193,0.00000,0.00084,0.00466
1598871630.282974481582642,0.00190,0.00008,0.00001,0.00200,0.00000,0.00095,0.00494
1598871630.315589666366577,0.00162,0.00010,0.00001,0.00200,0.00004,0.00080,0.00457
1598871630.348796844482422,0.00197,0.00010,0.00001,0.00188,0.00015,0.00073,0.00485
1598871630.382859230041504,0.00198,0.00008,0.00001,0.00195,0.00006,0.00078,0.00486
1598871630.415187835693359,0.00193,0.00009,0.00001,0.00214,0.00006,0.00079,0.00502
1598871630.448601961135864,0.00198,0.00010,0.00001,0.00212,0.00011,0.00091,0.00522
1598871630.482431888580322,0.00189,0.00008,0.00001,0.00199,0.00012,0.00102,0.00510
1598871630.515950679779053,0.00186,0.00008,0.00001,0.00193,0.00006,0.00084,0.00478
1598871630.548648595809937,0.00167,0.00005,0.00020,0.00195,0.00019,0.00080,0.00486
1598871630.582364797592163,0.00168,0.00008,0.00001,0.00193,0.00004,0.00083,0.00457
